authors,bbox,created,creators,currentVersion,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,modified,path,pid,reprLat,reprLatLong,reprLong,timePeriods,timePeriodsKeys,timePeriodsRange,title,uid,TypesOfFeature,continent,country,hasConnectionsWith,connectsWith,DeltaAge,noOfFeaturesBuiltByHuman,natureFeatures
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.693235, 35.103058, 1.693235, 35.103058",2011-03-09T22:59:01Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.693235, 35.103058]}",darmc-location-17353,precise,representative,300,-30,2012-02-14T22:58:58Z,/places/285397/darmc-location-17353,285397,35.103058,"35.103058,1.693235",1.693235,R,roman,"-30.0,300.0",DARMC location 17353,ff3cc235639cccb64f659ace64ff2ecb,Landform,Asia,Turkey,,,400,412,149
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-1.032855, 34.849815, -1.032855, 34.849815",2011-03-09T22:59:12Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.032855, 34.849815]}",darmc-location-17357,precise,representative,300,-30,2012-02-14T22:58:58Z,/places/285398/darmc-location-17357,285398,34.849815,"34.849815,-1.032855",-1.032855,R,roman,"-30.0,300.0",DARMC location 17357,e83a74c480b4cba5ef8fc7e25ce9a5e0,Landform,Europe,Greece,,,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.116953, 34.98361, 1.116953, 34.98361",2011-03-09T20:38:56Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.116953, 34.98361]}",darmc-location-11251,precise,representative,300,-30,2012-02-14T22:58:59Z,/places/285399/darmc-location-11251,285399,34.98361,"34.98361,1.116953",1.116953,R,roman,"-30.0,300.0",DARMC location 11251,733437f3040851de44ea9fd221076ee7,Landform,Europe,Greece,,599667,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.824867, 35.576, 1.824867, 35.576",2011-03-09T20:38:58Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.824867, 35.576]}",darmc-location-11252,precise,representative,640,-30,2012-02-14T22:58:59Z,/places/285400/darmc-location-11252,285400,35.576,"35.576,1.824867",1.824867,RL,"roman,late-antique","-30.0,640.0",DARMC location 11252,9c3fcee1817599f55ceb100216e805ea,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-1.149976, 35.16668, -1.149976, 35.16668",2011-03-09T20:38:59Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.149976, 35.16668]}",darmc-location-11253,precise,representative,640,-30,2012-02-14T22:59:00Z,/places/285401/darmc-location-11253,285401,35.16668,"35.16668,-1.149976",-1.149976,RL,"roman,late-antique","-30.0,640.0",DARMC location 11253,64473f07ffce92c083f7c1b83969f727,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.142576, 35.993788, 1.142576, 35.993788",2011-03-09T20:39:01Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.142576, 35.993788]}",darmc-location-11254,precise,representative,300,-30,2012-02-14T22:59:00Z,/places/285402/darmc-location-11254,285402,35.993788,"35.993788,1.142576",1.142576,R,roman,"-30.0,300.0",DARMC location 11254,6dfbae3bb04a06de6c6ce1b15f094e35,Landform,Asia,Afghanistan,,,400,412,149
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.710039, 35.561543, 1.710039, 35.561543",2011-03-09T20:38:50Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.710039, 35.561543]}",darmc-location-11243,precise,representative,300,-30,2012-02-14T22:59:01Z,/places/285403/darmc-location-11243,285403,35.561543,"35.561543,1.710039",1.710039,R,roman,"-30.0,300.0",DARMC location 11243,131357b9e45ec318cb8b8f7c68c8ffa8,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.116894, 35.349831, 1.116894, 35.349831",2011-03-09T22:59:05Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.116894, 35.349831]}",darmc-location-17355,precise,representative,640,-30,2012-02-14T22:59:01Z,/places/285404/darmc-location-17355,285404,35.349831,"35.349831,1.116894",1.116894,RL,"roman,late-antique","-30.0,640.0",DARMC location 17355,8b02955630a53398e217bd8ae1c9e744,Landform,Asia,Mali,,,400,412,149
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-0.229798, 35.021172, -0.229798, 35.021172",2011-03-09T19:31:02Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.229798, 35.021172]}",darmc-location-6581,precise,representative,300,-30,2012-02-14T22:59:02Z,/places/285405/darmc-location-6581,285405,35.021172,"35.021172,-0.229798",-0.229798,R,roman,"-30.0,300.0",DARMC location 6581,ef445bacd6b04d926d56c44cdd0d8844,Landform,Europe,Bulgaria,,,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-1.191519, 35.110303, -1.191519, 35.110303",2011-03-09T20:16:02Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.191519, 35.110303]}",darmc-location-9046,precise,representative,300,-30,2012-02-14T22:59:02Z,/places/285406/darmc-location-9046,285406,35.110303,"35.110303,-1.191519",-1.191519,R,roman,"-30.0,300.0",DARMC location 9046,e291aba0dab2931678505817941ebf9a,Landform,Unlocated,Unlocated,,599796,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.811103, 35.610352, 1.811103, 35.610352",2011-03-09T19:38:54Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.811103, 35.610352]}",darmc-location-7032,precise,representative,300,-30,2012-02-14T22:59:03Z,/places/285407/darmc-location-7032,285407,35.610352,"35.610352,1.811103",1.811103,R,roman,"-30.0,300.0",DARMC location 7032,a452af2fe12fb240620ed889a3f38f7c,Landform,Europe,Greece,,599808,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.966672, 35.666662, 1.966672, 35.666662",2011-03-09T19:38:55Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.966672, 35.666662]}",darmc-location-7033,precise,representative,640,-30,2012-02-14T22:59:03Z,/places/285408/darmc-location-7033,285408,35.666662,"35.666662,1.966672",1.966672,RL,"roman,late-antique","-30.0,640.0",DARMC location 7033,09e53f2a0d8d86ebcc277162ea19f4eb,Water Source,Europe,Greece,,,400,1523,535
"Becker, J., R. Horne","-1.4817838, 35.3211263, -1.4817838, 35.3211263",2014-04-27T17:45:04Z,jbecker,3,Representative location based on OpenStreetMap.,"island,","{""type"": ""Point"", ""coordinates"": [-1.4817838, 35.3211263]}",osm-location,precise,"representative,",2100,1700,2016-08-03T14:02:24Z,/places/285409/osm-location,285409,35.3211263,"35.3211263,-1.4817838",-1.4817838,M,modern,"1700.0,2100.0",OSM location of Ile Leila de Rachgoune,42fa9e7e1a40c820f4decec1265461be,Landform,Europe,Greece,,,400,1523,535
"Potter, T., R. Warner, R. Talbert, T. Elliott, S. Gillies","1.0, 35.0, 2.0, 36.0",2010-09-24T20:25:12Z,T.W. Potter,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[1.0, 35.0], [1.0, 36.0], [2.0, 36.0], [2.0, 35.0], [1.0, 35.0]]]}",batlas-location,rough,representative,640,-30,2012-02-14T22:59:04Z,/places/285410/batlas-location,285410,35.5,"35.5,1.5",1.5,RL,"roman,late-antique","-30.0,640.0",Barrington Atlas location,bcf89bb539459354db10c7576ca12287,Water Source,Europe,Greece,,,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","0.250236, 35.099704, 0.250236, 35.099704",2011-03-09T20:39:45Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [0.250236, 35.099704]}",darmc-location-11287,precise,representative,640,-30,2012-02-14T22:59:05Z,/places/285411/darmc-location-11287,285411,35.099704,"35.099704,0.250236",0.250236,RL,"roman,late-antique","-30.0,640.0",DARMC location 11287,3cb10791e78528d7ddbc53bfd7696549,Landform,Europe,Greece,,599808,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-1.144788, 35.301602, -1.144788, 35.301602",2011-03-09T20:40:01Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.144788, 35.301602]}",darmc-location-11298,precise,representative,640,-30,2012-02-14T22:59:06Z,/places/285412/darmc-location-11298,285412,35.301602,"35.301602,-1.144788",-1.144788,RL,"roman,late-antique","-30.0,640.0",DARMC location 11298,7072ea981ca954e3904744bf9a10109d,Landform,Europe,Greece,,,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-1.031484, 34.903623, -1.031484, 34.903623",2011-03-09T20:40:43Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.031484, 34.903623]}",darmc-location-11328,precise,representative,640,-30,2012-02-14T22:59:07Z,/places/285413/darmc-location-11328,285413,34.903623,"34.903623,-1.031484",-1.031484,RL,"roman,late-antique","-30.0,640.0",DARMC location 11328,cea66e4d90bc27fe614c584d408db7d1,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-0.049719, 35.31646, -0.049719, 35.31646",2011-03-09T20:44:07Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.049719, 35.31646]}",darmc-location-11449,precise,representative,640,-30,2012-02-14T22:59:09Z,/places/285415/darmc-location-11449,285415,35.31646,"35.31646,-0.049719",-0.049719,RL,"roman,late-antique","-30.0,640.0",DARMC location 11449,366f75e48024c94894ba0c431e60259c,Water Source,Unlocated,Unlocated,,413333,400,,
"Potter, T., R. Warner, R. Talbert, T. Elliott, S. Gillies","0.0, 35.0, 1.0, 36.0",2010-09-24T20:25:25Z,T.W. Potter,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[0.0, 35.0], [0.0, 36.0], [1.0, 36.0], [1.0, 35.0], [0.0, 35.0]]]}",batlas-location,rough,representative,640,-330,2012-02-14T22:59:11Z,/places/285419/batlas-location,285419,35.5,"35.5,0.5",0.5,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Barrington Atlas location,b423a04f0952d74ab27b8908ccb8b94f,Landform,Unlocated,Unlocated,,727070,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.015099, 33.689614, 1.015099, 33.689614",2011-03-09T19:32:14Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.015099, 33.689614]}",darmc-location-6646,precise,representative,300,-30,2012-02-14T22:59:11Z,/places/285420/darmc-location-6646,285420,33.689614,"33.689614,1.015099",1.015099,R,roman,"-30.0,300.0",DARMC location 6646,fc9f57618c3f5d1faf54df73d44c5f8f,Landform,Unlocated,Unlocated,,413127,400,,
"Potter, T., R. Warner, R. Talbert, T. Elliott, S. Gillies","-4.0, 33.0, -3.0, 34.0",2010-09-24T20:25:30Z,T.W. Potter,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-4.0, 33.0], [-4.0, 34.0], [-3.0, 34.0], [-3.0, 33.0], [-4.0, 33.0]]]}",batlas-location,rough,representative,640,-330,2012-02-14T22:59:13Z,/places/285423/batlas-location,285423,33.5,"33.5,-3.5",-3.5,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Barrington Atlas location,0fbbb53f0fe5c497e4de7b91f0d482cc,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","0.069577, 35.590223, 0.069577, 35.590223",2011-03-09T20:57:19Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [0.069577, 35.590223]}",darmc-location-11936,precise,representative,640,-30,2012-02-14T22:59:13Z,/places/285424/darmc-location-11936,285424,35.590223,"35.590223,0.069577",0.069577,RL,"roman,late-antique","-30.0,640.0",DARMC location 11936,0327edb088902043af96f7357e205afe,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-0.896073, 35.70429, -0.896073, 35.70429",2011-03-09T20:57:21Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.896073, 35.70429]}",darmc-location-11937,precise,representative,640,-550,2012-02-14T22:59:14Z,/places/285425/darmc-location-11937,285425,35.70429,"35.70429,-0.896073",-0.896073,CHRL,"classical,hellenistic-republican,roman,late-antique","-550.0,640.0",DARMC location 11937,c28dffdddf611053998f8745f261025c,Landform,Unlocated,Unlocated,,609998416,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.099985, 35.01676, 1.099985, 35.01676",2011-03-09T19:49:07Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.099985, 35.01676]}",darmc-location-7553,precise,representative,640,-30,2012-02-14T22:59:15Z,/places/285426/darmc-location-7553,285426,35.01676,"35.01676,1.099985",1.099985,RL,"roman,late-antique","-30.0,640.0",DARMC location 7553,47954847c5f6a8e0666173051f60d51f,Landform,Unlocated,Unlocated,,"550,763,551,156",400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","0.620137, 35.087353, 0.620137, 35.087353",2011-03-09T19:49:30Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [0.620137, 35.087353]}",darmc-location-7571,precise,representative,300,-30,2012-02-14T22:59:16Z,/places/285428/darmc-location-7571,285428,35.087353,"35.087353,0.620137",0.620137,R,roman,"-30.0,300.0",DARMC location 7571,883f6899513a220640c4fb56486369b0,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.521582, 35.470067, 1.521582, 35.470067",2011-03-09T21:00:48Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.521582, 35.470067]}",darmc-location-12065,precise,representative,640,-30,2012-02-14T22:59:17Z,/places/285430/darmc-location-12065,285430,35.470067,"35.470067,1.521582",1.521582,RL,"roman,late-antique","-30.0,640.0",DARMC location 12065,ae6f97caead81d469684222f87cac5fe,Landform,Unlocated,Unlocated,,988280578,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-1.556147, 35.02711, -1.556147, 35.02711",2011-03-09T21:03:09Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.556147, 35.02711]}",darmc-location-12145,precise,representative,640,-30,2012-02-14T22:59:18Z,/places/285432/darmc-location-12145,285432,35.02711,"35.02711,-1.556147",-1.556147,RL,"roman,late-antique","-30.0,640.0",DARMC location 12145,25d875966a5ffa06ce452b63000aaf99,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-0.416673, 35.866663, -0.416673, 35.866663",2011-03-09T20:17:07Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.416673, 35.866663]}",darmc-location-9214,precise,representative,300,-30,2012-02-14T22:59:19Z,/places/285434/darmc-location-9214,285434,35.866663,"35.866663,-0.416673",-0.416673,R,roman,"-30.0,300.0",DARMC location 9214,b0ce018a55b92d3df12cf9b81f205f8e,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.199725, 35.094724, 1.199725, 35.094724",2011-03-09T22:57:07Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.199725, 35.094724]}",darmc-location-16309,precise,representative,640,300,2012-02-14T22:59:20Z,/places/285435/darmc-location-16309,285435,35.094724,"35.094724,1.199725",1.199725,L,late-antique,"300.0,640.0",DARMC location 16309,ef23024846c18749e4b9794886fdddfc,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., R. Warner, R. Talbert, T. Elliott, S. Gillies","0.0, 35.0, 1.0, 36.0",2010-09-24T20:25:48Z,T.W. Potter,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[0.0, 35.0], [0.0, 36.0], [1.0, 36.0], [1.0, 35.0], [0.0, 35.0]]]}",batlas-location,rough,representative,300,-30,2012-02-14T22:59:21Z,/places/285437/batlas-location,285437,35.5,"35.5,0.5",0.5,R,roman,"-30.0,300.0",Barrington Atlas location,7dec4e145adf98f87f68248dfb55abf5,Landform,Unlocated,Unlocated,,570491,400,,
"Potter, T., R. Warner, R. Talbert, T. Elliott, S. Gillies","-1.0, 35.0, 0.0, 36.0",2010-09-24T20:25:49Z,T.W. Potter,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-1.0, 35.0], [-1.0, 36.0], [0.0, 36.0], [0.0, 35.0], [-1.0, 35.0]]]}",batlas-location,rough,representative,300,-30,2012-02-14T22:59:21Z,/places/285439/batlas-location,285439,35.5,"35.5,-0.5",-0.5,R,roman,"-30.0,300.0",Barrington Atlas location,37c9675d69350061a57cbfc69722c4b0,Landform,Unlocated,Unlocated,,,400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","0.68479, 35.45602, 0.68479, 35.45602",2011-03-09T21:11:22Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [0.68479, 35.45602]}",darmc-location-12446,precise,representative,300,-30,2012-02-14T22:59:23Z,/places/285442/darmc-location-12446,285442,35.45602,"35.45602,0.68479",0.68479,R,roman,"-30.0,300.0",DARMC location 12446,dd0e9e7d22ad31648e8ade33652c72fa,Landform,Unlocated,Unlocated,,"8,744,584,517,388,170,000,000",400,,
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-1.778333, 34.602227, -1.778333, 34.602227",2011-03-09T20:16:52Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.778333, 34.602227]}",darmc-location-9199,precise,representative,300,-30,2012-02-14T22:59:25Z,/places/285446/darmc-location-9199,285446,34.602227,"34.602227,-1.778333",-1.778333,R,roman,"-30.0,300.0",DARMC location 9199,4d7e1549e7758a31f6957fd07908aed9,Water Source,Europe,Greece,,550693,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-0.057595, 35.392496, -0.057595, 35.392496",2011-03-09T21:16:21Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-0.057595, 35.392496]}",darmc-location-12623,precise,representative,640,-30,2012-02-14T22:59:25Z,/places/285447/darmc-location-12623,285447,35.392496,"35.392496,-0.057595",-0.057595,RL,"roman,late-antique","-30.0,640.0",DARMC location 12623,05cef60d5827f5273caeb56da4f1902a,Water Source,Asia,Iran,,,400,412,149
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","-1.361854, 34.980085, -1.361854, 34.980085",2011-08-02T20:13:19Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [-1.361854, 34.980085]}",darmc-location-22642,precise,representative,300,-30,2012-02-14T22:59:26Z,/places/285449/darmc-location-22642,285449,34.980085,"34.980085,-1.361854",-1.361854,R,roman,"-30.0,300.0",DARMC location 22642,e1d0054d39b4111cebb6af0c1576f47d,Landform,Unlocated,Unlocated,,550826,400,,
"Potter, T., R. Warner, R. Talbert, T. Elliott, S. Gillies","-4.0, 35.0, -3.0, 36.0",2010-09-24T20:26:00Z,T.W. Potter,0,,unknown,"{""type"": ""Polygon"", ""coordinates"": [[[-4.0, 35.0], [-4.0, 36.0], [-3.0, 36.0], [-3.0, 35.0], [-4.0, 35.0]]]}",batlas-location,rough,representative,640,-330,2012-02-14T22:59:26Z,/places/285450/batlas-location,285450,35.5,"35.5,-3.5",-3.5,HRL,"hellenistic-republican,roman,late-antique","-330.0,640.0",Barrington Atlas location,64afc60b8da39f4118e25592b3b98e18,Landform,Europe,Greece,,,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","0.913777, 35.959185, 0.913777, 35.959185",2011-03-09T21:22:33Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [0.913777, 35.959185]}",darmc-location-12874,precise,representative,300,-30,2012-02-14T22:59:27Z,/places/285452/darmc-location-12874,285452,35.959185,"35.959185,0.913777",0.913777,R,roman,"-30.0,300.0",DARMC location 12874,551db0d0ec04b91451893b24c052aaf4,Water Source,Europe,Greece,,550696,400,1523,535
"Becker, J., T. Elliott","-1.452513, 35.0737371, -1.1373431, 35.1124884",2019-08-20T23:10:34Z,"jbecker, thomase",1,Location based on OpenStreetMap,river,"{""type"": ""Polygon"", ""coordinates"": [[[-1.3939029, 35.0737371], [-1.4232588, 35.0758075], [-1.4240522, 35.0759154], [-1.4300223, 35.0802382], [-1.4421896, 35.0935973], [-1.4516107, 35.1047244], [-1.4522556, 35.1066028], [-1.452513, 35.107779], [-1.4523193, 35.109008], [-1.451886, 35.1096503], [-1.3162325, 35.1124884], [-1.3119625, 35.1122777], [-1.2549287, 35.1078211], [-1.1373431, 35.0906467], [-1.1377722, 35.0898742], [-1.1383945, 35.0892772], [-1.1408355, 35.0875123], [-1.1435178, 35.0860199], [-1.2206581, 35.0749045], [-1.3939029, 35.0737371]]]}",osm-location-of-the-modern-oued-isser,precise,representative,2100,1700,2019-08-20T23:11:39Z,/places/285453/osm-location-of-the-modern-oued-isser,285453,35.09025405,"35.0902540544,-1.30142800668",-1.301428007,M,modern,"1700.0,2100.0",OSM Location of the modern Oued Isser,109e1e25184548409f9693b060546d49,Landform,Europe,Greece,,550696,400,1523,535
"Potter, T., D. R. Talbert, T. Elliott, S. Gillies","1.638242, 35.551541, 1.638242, 35.551541",2011-03-09T21:25:35Z,T.W. Potter,1,1M scale point location,unknown,"{""type"": ""Point"", ""coordinates"": [1.638242, 35.551541]}",darmc-location-12983,precise,representative,300,-30,2012-02-14T22:59:28Z,/places/285455/darmc-location-12983,285455,35.551541,"35.551541,1.638242",1.638242,R,roman,"-30.0,300.0",DARMC location 12983,a7a4849f455af4a835deaef00eb11f2d,Water Source,Europe,Greece,,,400,1523,535
