description,featureType,locationPrecision,locationType,TypesOfFeature,country,noOfFeaturesBuiltByHuman,natureFeatures,continent,eras,deltaAge,reprLat,reprLong,minDate,maxDate
,unknown,rough,representative,Construction,Turkey,412,,Europe,Classical Era,630,41.5,33.5,-330,300
1M scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,40.848521,32.811204,-30,640
1M scale point location,unknown,precise,representative,Small comunities,Turkey,412,,Europe,Classical Era,330,40.163888,32.189443,-30,300
1M scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,300,40.888502,30.77589,-330,-30
1M scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,630,41.188292,32.738346,-330,300
1M scale point location,unknown,precise,representative,Landform,Unlocated,,,Europe,Classical Era,340,40.133759,32.149947,300,640
1M scale point location,unknown,precise,representative,Forts,Greece,1523,,Europe,Classical Era,330,41.187761,32.793636,-30,300
TIB point location,unknown,precise,representative,Cultural Construction,United Kingdom,1523,,Europe,Classical Era,670,40.925995,32.486423,-30,640
1M scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Europe,Classical Era,1190,41.56281,34.073832,-550,640
TIB point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Europe,Classical Era,1190,41.18195,31.387409,-550,640
AWMC representative point for the mouth of Kales fl. at 1 : 1 million scale,"river,",precise,representative,Cultural construction,Unlocated,,,Europe,Classical Era,670,41.18133,31.38295,-30,640
,unknown,rough,representative,Complex Architecure,Unlocated,,,Europe,Classical Era,330,40.5,33.5,-30,300
1M scale point location,unknown,precise,representative,Construction,Unlocated,,,Europe,Classical Era,340,40.824771,31.765762,300,640
TIB point location,unknown,precise,representative,Construction,Unlocated,,,Europe,Classical Era,850,40.919019,33.655203,-550,300
1M scale point location,unknown,precise,representative,Construction,United Kingdom,1523,,Europe,Classical Era,850,40.953247,33.577467,-550,300
1M scale point location,unknown,precise,representative,Construction,United Kingdom,1523,,Europe,Classical Era,970,41.14371,32.880417,-330,640
TIB representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,precise,representative,Small comunities,Austria,1523,,Europe,Classical Era,630,42.013625,33.369673,-330,300
"Representative point, derived from GeoNames.","cape,",precise,representative,Construction,Unlocated,,,Europe,Early Modern Era,400,42.01957,33.3447,1700,2100
TIB point location,unknown,precise,representative,Construction,United Kingdom,1523,,Europe,Classical Era,330,40.985247,32.556625,-30,300
1M scale point location,unknown,precise,representative,Cultural construction,Unlocated,,,Europe,Classical Era,330,41.006771,32.492277,-30,300
1M scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Europe,Classical Era,220,41.398749,33.724146,-550,-330
TIB point location,unknown,precise,representative,Cultural Construction,United Kingdom,1523,,Europe,Classical Era,220,41.376626,33.775972,-550,-330
1M scale point location,unknown,precise,representative,Cultural Construction,Unlocated,,,Europe,Classical Era,330,40.238261,30.603109,-30,300
,unknown,rough,representative,Big Community,Ireland,,,Europe,The Iron Age,420,41.5,32.5,-750,-330
1M scale point location,unknown,precise,representative,Cultural Construction,United Kingdom,1523,,Europe,Classical Era,330,40.998598,32.134404,-30,300
1M scale point location,unknown,precise,representative,Construction,Unlocated,,,Europe,Classical Era,330,41.099999,31.215037,-30,300
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,330,41.5,32.5,-30,300
1M scale point location,unknown,precise,representative,Water Source,Unlocated,,,Europe,Classical Era,330,41.686799,32.250706,-30,300
,unknown,rough,representative,Landform,Turkey,412,,Europe,Classical Era,330,40.5,32.5,-30,300
1M scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,330,40.932604,32.717594,-30,300
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,40.5,31.5,300,640
Roughly located within a bounding box,unknown,rough,representative,Construction,Unlocated,,,Europe,Classical Era,670,41,33,-30,640
Roughly located within a bounding box,unknown,rough,representative,Water Source,Unlocated,,,Europe,Classical Era,670,41,33,-30,640
500K scale point location,unknown,precise,representative,Small comunities,Ukraine,1523,,Europe,Classical Era,220,45.280037,37.12323,-550,-330
coordinates after GeoHack.,"lake,",precise,representative,Small comunities,Russia,412,,Europe,Early Modern Era,400,45.42,35.16,1700,2100
,unknown,rough,representative,Small comunities,Russia,412,,Europe,Classical Era,340,45.25,36.75,300,640
1:1 million scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,precise,representative,Landform,Russia,412,,Europe,Classical Era,1190,45.28629,36.41865,-550,640
500K scale point location,unknown,precise,representative,Small comunities,Russia,412,,Europe,Classical Era,630,45.344178,36.970217,-330,300
500K scale point location,unknown,precise,representative,Small comunities,Japan,412,,Europe,Classical Era,520,45.454507,36.103922,-550,-30
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,520,45.25,35.75,-550,-30
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,520,45.25,36.25,-550,-30
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,520,45.25,36.75,-550,-30
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,850,45.25,36.25,-550,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,340,,,300,640
,unknown,unlocated,representative,Forts,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,,0,,,,
TIB point location,unknown,precise,representative,Forts,Unlocated,,,Europe,Classical Era,340,38.249847,34.452222,300,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,38.434207,34.649835,-30,640
TIB point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,39.306791,35.232275,300,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,39.317232,34.987416,300,640
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,970,39.75,32.75,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Romania,1523,,Europe,Classical Era,340,39.266152,33.441223,300,640
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,970,39.75,32.75,-330,640
TIB point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,970,38.37335,34.028159,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,970,38.383412,34.038591,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,970,39.826443,32.282684,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,970,39.321242,32.726928,-330,640
TIB representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.,unknown,precise,representative,Small comunities,Turkey,412,,Europe,Classical Era,340,38.172136,34.201122,300,640
TIB point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,38.87617,35.376846,-30,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.314801,34.296282,300,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,970,38.076446,34.097176,-330,640
500K scale point location,unknown,precise,representative,Small comunities,Turkey,412,,Europe,Classical Era,670,38.167141,32.206703,-30,640
TIB point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.642639,34.828937,300,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.466859,35.119513,300,640
TIB point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,38.358022,35.081638,-30,640
TIB point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.228426,34.776471,300,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.389371,34.580083,300,640
TIB point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.47024,34.83986,300,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.658962,34.663748,300,640
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,330,38.75,34.25,-30,300
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,38.41092,34.303926,-30,640
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,330,38.25,32.75,-30,300
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,39.60835,32.897213,-30,640
TIB point location,unknown,precise,representative,Small comunities,Georgia,1523,,Europe,Classical Era,670,39.569402,32.896573,-30,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,38.731736,34.676526,-30,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,38.871019,33.711367,-30,640
TIB point location,unknown,precise,representative,Small comunities,Turkey,412,,Europe,Classical Era,970,38.937374,33.538776,-330,640
"Representative point location, site precision",settlement,precise,representative,Small comunities,Georgia,1523,,Europe,The Iron Age,200,39.748697,35.071521,-750,-550
500K scale point location,unknown,precise,representative,Small comunities,Georgia,1523,,Europe,Classical Era,670,38.120699,34.035153,-30,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.451689,32.961051,300,640
Modern settlement near the location of the ancient site of Tavium. Coordinates from GeoNames.,settlement,precise,representative,Small comunities,Unlocated,,,Europe,Early Modern Era,400,39.85833,34.51833,1700,2100
"1:500,000 scale representative point location digitized from the Barrington Atlas of the Greek and Roman World by the Digital Atlas of Roman and Medieval Civilizations project at Harvard University.",unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,670,39.859239,34.472996,-30,640
,unknown,rough,representative,Small comunities,Unlocated,,,Europe,Classical Era,630,39.75,32.75,-330,300
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,340,38.112381,33.601327,300,640
500K scale point location,unknown,precise,representative,Small comunities,Unlocated,,,Europe,Classical Era,330,38.211221,32.961372,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,340,,,300,640
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,340,,,300,640
,unknown,unlocated,representative,Small comunities,Unlocated,,,Africa,Classical Era,330,,,-30,300
