,bbox,creators,description,featureType,geometry,id,locationPrecision,locationType,maxDate,minDate,reprLat,reprLatLong,reprLong,tags,timePeriods,timePeriodsKeys,timePeriodsRange,title,featureTypeRef,connectsWith,geoContext,hasConnectionsWith,DeltaAge,featureTypeRef1
"Becker, J.","-2.1658756, 48.4811028, -2.1658756, 48.4811028",jbecker,Remains of the commercial quarter of the Gallo-Roman settlement. Location based on OpenStreetMap.,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [-2.1658756, 48.4811028]}",osm-location-of-archaeological-site-of-monterfil,precise,representative,300,-30,48.4811028,"48.4811028,-2.1658756",-2.1658756,,R,roman,"-30.0,300.0",OSM location of archaeological site of Monterfil II,architecturalcomplex,,,,330,"architecturalcomplex,"
"Becker, J.","1.2122575, 49.5572193, 1.2122575, 49.5572193",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [1.2122575, 49.5572193]}",osm-location-of-amphitha-c-ac-tre-gallo-romain,precise,representative,300,-30,49.5572193,"49.5572193,1.2122575",1.2122575,,R,roman,"-30.0,300.0",OSM location of AmphithÃ©Ã¢tre Gallo-Romain,amphitheatre,,,,330,"amphitheatre,"
"Mckee, G.","43.6286848, 40.5196207, 43.6295535, 40.5201201",gmckee,"Polygron representing the central monastic complex of Horomos, derived from an OpenStreetMap Way.",abbey,"{""type"": ""Polygon"", ""coordinates"": [[[43.6291102, 40.5196207], [43.6286848, 40.5196233], [43.6286877, 40.5198943], [43.6290069, 40.5201201], [43.6295535, 40.5201168], [43.6295501, 40.5197931], [43.6291102, 40.5196207]]]}",osm-location-of-the-monastery-of-horomos,precise,representative,2100,850,40.51987171,"40.5198717106,43.6291175245",43.62911752,,ELOM,"early-medieval-caucasus,late-byzantine,ottoman-empire-2,modern","850.0,2100.0",OSM location of the Monastery of Horomos,abbey,,,,1250,"abbey,"
"Scalfano, P., J. Becker","14.697361, 37.329954, 14.697361, 37.329954",pscalfano,"Archeological site of sanctuary at the Grotto of Rocchicella di Mineo, Sicily, Sanctuary of the Divine Palikoi, two boiling lakes ","architecturalcomplex,sanctuary,","{""type"": ""Point"", ""coordinates"": [14.697361, 37.329954]}",center-point-of-visible-excavations,precise,representative,850,-750,37.329954,"37.329954,14.697361",14.697361,,ACHLE,"archaic,classical,hellenistic-republican,late-antique,early-byzantine","-750.0,850.0","Hestiaterion, at Grotto of the Divine Palikoi, Rocchicella di Mineo, Sicily","architecturalcomplex,sanctuary",,"in Bruttii, perhaps Besidiae",,1600,"architecturalcomplex,sanctuary,"
"Mckee, G.","36.009305, 31.7371523, 36.0111214, 31.7387185",gmckee,"Polygon representing the outer walls of the Qasr al-Mushatta complex, derived from an OpenStreetMap Way.",architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[36.0108388, 31.7371523], [36.009305, 31.7374054], [36.0096077, 31.7387185], [36.0106269, 31.7385426], [36.0111214, 31.7384482], [36.0108388, 31.7371523]]]}",642635631-62764464563462a649200e,precise,representative,750,661,31.73793112,"31.7379311244,36.0102152432",36.01021524,,U,ummayad,"661.0,750.0",OSM location of Qasr al-Mshatta,architecturalcomplex,462492,Balate di Marianopoli,,89,"architecturalcomplex,"
"Mckee, G.","43.6084162, 40.4391821, 43.6100416, 40.4403559",gmckee,"Polygon representing the location of the Yererouk site, derived from an OpenStreetMap Way.",abbey,"{""type"": ""Polygon"", ""coordinates"": [[[43.6094033, 40.4391821], [43.6088883, 40.439329], [43.6087112, 40.4394923], [43.6084162, 40.4398761], [43.6084752, 40.4400537], [43.6087595, 40.4402211], [43.6089634, 40.4402681], [43.6095722, 40.4403559], [43.6100416, 40.439525], [43.6100202, 40.4393984], [43.6094033, 40.4391821]]]}",yererouk,precise,representative,640,300,40.43977209,"40.4397720929,43.609251709",43.60925171,,L,late-antique,"300.0,640.0",OSM location of Yererouk,abbey,462492,"Castello di Calatubo, urban center",,340,"abbey,"
"Mckee, G.","45.2322309, 39.6845226, 45.2340154, 39.6852339",gmckee,"Polygon representing the outer walls of the Norvank site, derived from an OpenStreetMap Way.",abbey,"{""type"": ""Polygon"", ""coordinates"": [[[45.2327545, 39.6845226], [45.2323656, 39.6846357], [45.232261, 39.6846811], [45.2322309, 39.6847366], [45.2323211, 39.6852339], [45.2338377, 39.6850482], [45.2340143, 39.6848765], [45.2340154, 39.6846136], [45.2327545, 39.6845226]]]}",osm-way-238603483,precise,representative,2100,1200,39.68485576,"39.6848557615,45.2331128374",45.23311284,,LOM,"late-byzantine,ottoman-empire-2,modern","1200.0,2100.0",OSM location of Noravank complex,abbey,462492,"Castiglione di Ragusa, fortified urban center",,900,"abbey,"
"Becker, J.","26.2748058, 35.1945702, 26.2761712, 35.1956934",jbecker,Representative location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[26.275776, 35.1945702], [26.275603, 35.1946227], [26.2751276, 35.194889], [26.2748058, 35.1951282], [26.2748237, 35.1952897], [26.2755514, 35.1956934], [26.2761712, 35.1954658], [26.2759826, 35.1947684], [26.2758927, 35.194629], [26.275776, 35.1945702]]]}",osm-location-of-rousolakos,precise,representative,-1000,-3000,35.19510903,"35.1951090339,26.2755296974",26.2755297,,32,"3rd-millennium-bc,2nd-millenium-bce","-3000.0,-1000.0",OSM location of Rousolakos,architecturalcomplex,,,,2000,"architecturalcomplex,"
"Becker, J.","14.2476599, 41.0840002, 14.2476599, 41.0840002",jbecker,Representative location based on OpenStreetMap.,"arch,","{""type"": ""Point"", ""coordinates"": [14.2476599, 41.0840002]}",osm-location-of-arch-of-hadrian,precise,representative,300,-30,41.0840002,"41.0840002,14.2476599",14.2476599,,R,roman,"-30.0,300.0",OSM location of Arch of Hadrian,arch,656280677,Dorn,,330,"arch,"
"Becker, J.","12.8298747, 41.9025807, 12.8298747, 41.9025807",jbecker,Representative location based on OpenStreetMap. Chronology following Barrington Atlas.,"aqueduct,","{""type"": ""Point"", ""coordinates"": [12.8298747, 41.9025807]}",ponte-san-antonio,precise,representative,640,-30,41.9025807,"41.9025807,12.8298747",12.8298747,,R,roman-early-empire-late-antique,"-30.0,640.0",OSM location of Acquedotto Anio Novus Ponte S. Antonio,aqueduct,,Feltwell,,670,"aqueduct,"
"Becker, J.","13.3868508, 43.201027, 13.3868508, 43.201027",jbecker,Location based on OpenStreetMap,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [13.3868508, 43.201027]}",osm-location-of-roman-amphitheater,precise,representative,300,-30,43.201027,"43.201027,13.3868508",13.3868508,,R,roman,"-30.0,300.0",OSM Location of Roman amphitheater,amphitheatre,,"Ostryy Redant, E Azov",,330,"amphitheatre,"
"Becker, J.","-0.8120335, 50.8356243, -0.8078892, 50.8376865",jbecker,Representative location based on OpenStreetMap.,architecturalcomplex,"{""type"": ""Polygon"", ""coordinates"": [[[-0.8088116, 50.8356243], [-0.810012, 50.8359053], [-0.8120335, 50.8366343], [-0.8118681, 50.8376865], [-0.8085815, 50.8375024], [-0.8080493, 50.8367327], [-0.8078892, 50.8360571], [-0.8082906, 50.8357082], [-0.8088116, 50.8356243]]]}",osm-location-of-fishbourne-roman-palace,precise,representative,410,43,50.83672561,"50.8367256096,-0.809886836766",-0.809886837,,R,roman-britain,"43.0,410.0",OSM location of Fishbourne Roman Palace,architecturalcomplex,,"town of Indo-Scythia, on R. Indus",,367,"architecturalcomplex,"
"Becker, J.","12.6653828, 41.7322354, 12.6653828, 41.7322354",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [12.6653828, 41.7322354]}",location-of-roman-amphitheater,precise,representative,300,-30,41.7322354,"41.7322354,12.6653828",12.6653828,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater at Albano Laziale,amphitheatre,,between Ad Maiores and Thelepte,,330,"amphitheatre,"
"Becker, J.","7.0419548, 46.8806372, 7.043379, 46.8814199",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[7.0426617, 46.8806372], [7.0425045, 46.8806381], [7.0423335, 46.8806706], [7.0421934, 46.8807218], [7.0420494, 46.8808249], [7.0420164, 46.8808701], [7.0419856, 46.8809217], [7.0419548, 46.8810228], [7.0419574, 46.8810996], [7.0419846, 46.8811599], [7.0421066, 46.8812788], [7.0421974, 46.8813282], [7.0422828, 46.8813651], [7.0423852, 46.8813991], [7.042516, 46.8814199], [7.04276, 46.8814162], [7.0429075, 46.8813913], [7.0430586, 46.8813291], [7.0431612, 46.8812528], [7.0432006, 46.8812055], [7.043379, 46.8809856], [7.0433213, 46.8809125], [7.043091, 46.8807596], [7.0429222, 46.8806858], [7.0428099, 46.8806596], [7.0426617, 46.8806372]]]}",osm-location-of-amphitha-c-ac-tre-romain,precise,representative,300,-30,46.88103116,"46.8810311561,7.0426831811",7.042683181,,R,roman,"-30.0,300.0",OSM location of AmphithÃ©Ã¢tre romain,amphitheatre,,near Thabudeos,,330,"amphitheatre,"
"Becker, J.","49.833443, 40.366149, 49.833443, 40.366149",jbecker,Coordinates after GeoHack.,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [49.833443, 40.366149]}",imagery-location-of-palace-of-the-shirvanshahs,precise,representative,2100,1200,40.366149,"40.366149,49.833443",49.833443,,LM,"late-medieval-caucasus,modern","1200.0,2100.0",Imagery location of Palace of the Shirvanshahs,architecturalcomplex,,45 miles E Thamugadi,,900,"architecturalcomplex,"
"Becker, J., T. Elliott","13.847222, 44.868333, 13.847222, 44.868333",jbecker,A Roman triumphal arch at Pula commemorating Lucius Sergius Lepidus and the family of the Sergii for service at the Battle of Actium in 31 BC.,"arch,","{""type"": ""Point"", ""coordinates"": [13.847222, 44.868333]}",arch-of-the-sergii,precise,representative,300,-30,44.868333,"44.868333,13.847222",13.847222,,R,roman,"-30.0,300.0",OSM location of Arch of the Sergii,arch,,Ain Zara,,330,"arch,"
"Varveri, A., J. Becker","14.4841051, 40.7493686, 14.4841051, 40.7493686",avarveri,Location based on OpenStreetMap,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [14.4841051, 40.7493686]}",mensa-ponderaria,precise,representative,300,-330,40.7493686,"40.7493686,14.4841051",14.4841051,,H,hellenistic-roman-early-empire,"-330.0,300.0",OSM location of Mensa Ponderaria,architecturalcomplex,,Bir el-Gheddahia?,,630,"architecturalcomplex,"
"Becker, J.","15.9115794, 40.2876404, 15.9115794, 40.2876404",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Point"", ""coordinates"": [15.9115794, 40.2876404]}",location-of-roman-amphitheater,precise,representative,300,-30,40.2876404,"40.2876404,15.9115794",15.9115794,,R,roman,"-30.0,300.0",OSM location of Anfiteatro romano,amphitheatre,,"Beni Guedal, TUN",,330,"amphitheatre,"
"Becker, J.","13.3533808, 41.6454268, 13.3533808, 41.6454268",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [13.3533808, 41.6454268]}",location-of-roman-amphitheater,precise,representative,300,-30,41.6454268,"41.6454268,13.3533808",13.3533808,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,"Benia bel Recheb, TUN",,330,"amphitheatre,"
"Becker, J.","14.3341605, 41.3248924, 14.335433, 41.3259311",jbecker,Representative location based on OpenStreetMap,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[14.3351931, 41.3248924], [14.3341605, 41.3253259], [14.3346978, 41.3259311], [14.3348799, 41.3257926], [14.3351296, 41.3255904], [14.335237, 41.325497], [14.335433, 41.3252252], [14.3351931, 41.3248924]]]}",osm-location-of-anfiteatro,precise,representative,300,-30,41.32537456,"41.3253745638,14.3348316705",14.33483167,,R,roman,"-30.0,300.0",OSM location of Anfiteatro,amphitheatre,,"Benia Guedah Ceder, TUN",,330,"amphitheatre,"
"Becker, J.","14.5000177, 41.223451, 14.5009849, 41.2243354",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[14.5005057, 41.223451], [14.5004082, 41.2234558], [14.500191, 41.2235224], [14.5000794, 41.223635], [14.5000177, 41.2238347], [14.5000816, 41.2240405], [14.5002311, 41.2242164], [14.5003236, 41.2242829], [14.500427, 41.2243273], [14.5006308, 41.2243354], [14.5007499, 41.2243269], [14.500832, 41.2242769], [14.5009313, 41.2241539], [14.5009684, 41.2240716], [14.5009849, 41.2239864], [14.5009684, 41.2238652], [14.5009339, 41.2237423], [14.500755, 41.2235308], [14.5006126, 41.223469], [14.5005057, 41.223451]]]}",osm-location-of-anfiteatro-di-telesia,precise,representative,300,-30,41.22389666,"41.2238966649,14.5005094331",14.50050943,,R,roman,"-30.0,300.0",OSM location of Anfiteatro di Telesia,amphitheatre,,near Gardabia,,330,"amphitheatre,"
"Becker, J.","8.5805396, 36.4904744, 8.5805396, 36.4904744",jbecker,Representative location based on OpenStreetMap.,"amphitheatre,","{""type"": ""Point"", ""coordinates"": [8.5805396, 36.4904744]}",location-of-roman-amphitheater,precise,representative,300,-30,36.4904744,"36.4904744,8.5805396",8.5805396,,R,roman,"-30.0,300.0",OSM location of Roman amphitheater,amphitheatre,,Bir ed-Dreder,,330,"amphitheatre,"
"Becker, J.","10.4000126, 36.248825, 10.4000126, 36.248825",jbecker,Location based on OpenStreetMap,"arch,","{""type"": ""Point"", ""coordinates"": [10.4000126, 36.248825]}",location-of-roman-arch,precise,representative,300,-30,36.248825,"36.248825,10.4000126",10.4000126,,R,roman,"-30.0,300.0",OSM location of Roman arch,arch,,Bir Nesma,,330,"arch,"
"Becker, J.","9.1514742, 36.3357707, 9.1514742, 36.3357707",jbecker,Location based on OpenStreetMap,"arch,","{""type"": ""Point"", ""coordinates"": [9.1514742, 36.3357707]}",osm-location-of-roman-arch,precise,representative,300,-30,36.3357707,"36.3357707,9.1514742",9.1514742,,R,roman,"-30.0,300.0",OSM location of Roman arch,arch,,"Bir Soltane, TUN",,330,"arch,"
"Becker, J.","12.4830411, 41.8894758, 12.4830411, 41.8894758",jbecker,Representative location based on OpenStreetMap,"arch,","{""type"": ""Point"", ""coordinates"": [12.4830411, 41.8894758]}",location-of-arcus-argentariorum,precise,representative,640,-30,41.8894758,"41.8894758,12.4830411",12.4830411,extant remains,RL,"roman,late-antique","-30.0,640.0",OSM location of Arcus Argentariorum,arch,,"Chizen, TUN",,670,"arch,"
"Becker, J.","9.6999265, 36.4100317, 9.7004555, 36.41046",jbecker,Representative l.ocation based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[9.7000703, 36.4100317], [9.6999941, 36.4101328], [9.6999265, 36.4102253], [9.699971, 36.4103956], [9.7000609, 36.41046], [9.700151, 36.4104585], [9.7002417, 36.4104332], [9.7003183, 36.4104092], [9.7003792, 36.4103843], [9.7004249, 36.4103219], [9.7004555, 36.4102483], [9.7004529, 36.4101776], [9.7004183, 36.4101463], [9.7002086, 36.4100356], [9.7000703, 36.4100317]]]}",osm-location-of-avitta-bibba-amphitheatre,precise,representative,300,-30,36.41024869,"36.4102486917,9.70018433769",9.700184338,,R,roman,"-30.0,300.0",OSM location of Avitta Bibba amphitheatre,amphitheatre,,W Ano Liosia [IV - inland - 1],,330,"amphitheatre,"
"Mckee, G.","67.1832968, 37.2787549, 67.1837345, 37.279189",gmckee,"Polygon representing the location of the Kara-Tepe site, derived from an OpenStreetMap Way.",abbey,"{""type"": ""Polygon"", ""coordinates"": [[[67.1837264, 37.2787549], [67.1832968, 37.27876], [67.1833049, 37.279189], [67.1837345, 37.2791839], [67.1837264, 37.2787549]]]}",kara-tepe,precise,representative,550,-100,37.27897195,"37.27897195,67.18351565",67.18351565,,KL,"kangju-yuezhi-kushan-central-asia,late-antiquity-in-central-asia","-100.0,550.0",OSM location of Kara-Tepe,abbey,,Tourkolimani,580062,650,"abbey,"
"Becker, J.","15.8256259, 40.9690397, 15.8271521, 40.9702528",jbecker,Representative location based on OpenStreetMap.,amphitheatre,"{""type"": ""Polygon"", ""coordinates"": [[[15.8264198, 40.9690397], [15.8256259, 40.9696209], [15.8265379, 40.9702366], [15.8266317, 40.9702528], [15.8271521, 40.9699065], [15.8270211, 40.9695361], [15.8269643, 40.9694002], [15.8269107, 40.9692928], [15.8267689, 40.9691108], [15.8264198, 40.9690397]]]}",osm-location-of-anfiteatro-romano,precise,representative,300,-30,40.96964296,"40.9696429642,15.8264483638",15.82644836,,R,roman,"-30.0,300.0",OSM location of anfiteatro romano,amphitheatre,,Merenda [III - coast - 6(8)],,330,"amphitheatre,"
"Mckee, G.","44.6405577, 41.8624558, 44.6405577, 41.8624558",gmckee,"Point representing the location of Shiomgvime Monastery, derived from an OpenStreetMap node.",abbey,"{""type"": ""Point"", ""coordinates"": [44.6405577, 41.8624558]}",10e810d810dd10db10e610d510d810db10d4-shio-mgvime,precise,representative,,,41.8624558,"41.8624558,44.6405577",44.6405577,,,,,OSM location of áƒ¨áƒ˜áƒáƒ›áƒ¦áƒ•áƒ˜áƒ›áƒ” (Shio-Mgvime Monastery),abbey,,Rhamnous,137893603,0,"abbey,"
"Vitale, V.","21.9697294, 32.9013775, 21.9697294, 32.9013775",vvitale,Representative OpenStreetMap location of the ruins of a rich architectural complex in Apollonia (modern Marsa Susa).,"architecturalcomplex,","{""type"": ""Point"", ""coordinates"": [21.9697294, 32.9013775]}",palace-of-the-dux,precise,representative,640,300,32.9013775,"32.9013775,21.9697294",21.9697294,,L,late-antique,"300.0,640.0",OSM location of the so-called Palace of the Dux in Apollonia,architecturalcomplex,472014,S. Giusta? Is Bangius?,,340,"architecturalcomplex,"
"Becker, J.","22.0506864, 37.1100352, 22.0506864, 37.1100352",jbecker,Representative location based on OpenStreetMap,acropolis,"{""type"": ""Point"", ""coordinates"": [22.0506864, 37.1100352]}",osm-location-of-aioiiii-i-i-iiii-i-i-i-ii-iii-i-i,precise,representative,-330,-750,37.1100352,"37.1100352,22.0506864",22.0506864,,AC,"archaic,classical","-750.0,-330.0",OSM location of AÎºÏÏŒÏ€Î¿Î»Î· Î‘ÏÏ‡Î±Î¯Î±Ï‚ Î˜Î¿Ï…ÏÎ¯Î±Ï‚,acropolis,,Beja POR,,420,"acropolis,"
"Papa, K., AJ Adler, T. Landvatter","35.5309562, 33.1101085, 35.5309562, 33.1101085","Kiel Papa, AJ Adler",,architecturalcomplex,"{""type"": ""Point"", ""coordinates"": [35.5309562, 33.1101085]}",osm-location-of-persian-hellenistic-administrative-building,precise,representative,300,-540,33.1101085,"33.1101085,35.5309562",35.5309562,,AHR,"achaemenid-middle-east,hellenistic-republican,roman","-540.0,300.0","OSM Location of Persian-Hellenistic Administrative Building, Tel Kedesh",architecturalcomplex,,N Anadolu Hisar,,840,"architecturalcomplex,"
